player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp
BJ-0800,Brandon,James,B.James,WR,,67,182,12/21/1987,4.47,14,0,0,0,0,0,0,0,Florida,Southeastern (SEC),2010,INA,INA,0,0
BJ-0900,Brandon,Jamison,B.Jamison,LB,,73,205,7/31/1981,0,0,0,0,0,0,0,0,0,Clemson,Atlantic Coast (ACC),2006,INA,INA,0,0
BJ-0950,Blake,Jarwin,B.Jarwin,TE,,77,244,7/16/1994,4.73,21,34.5,121,4.39,7.44,0,0,0,Oklahoma State,Big 12,2017,DAL,TE,89,2
BJ-1000,Billy,Jenkins,B.Jenkins,DB,,70,205,7/8/1974,0,0,0,0,0,0,0,0,0,Howard,Mid-Eastern Athletic (MEAC),1997,INA,INA,0,0
BJ-1050,Brandon,Jenkins,B.Jenkins,LB,,74,251,2/9/1990,5.07,19,0,0,4.48,7.4,33.25,9.25,162,Florida State,Atlantic Coast (ACC),2013,INA,INA,0,0
BJ-1100,Brandon,Jennings,B.Jennings,DB,,72,195,7/15/1978,4.51,16,38,123,4.14,6.91,0,0,0,Texas A&M,Big 12,2000,INA,INA,0,0
BJ-1200,Brian,Jennings,B.Jennings,TE,,77,242,10/14/1976,0,0,0,0,0,0,0,0,230,Arizona State,Pacific 10,2000,INA,INA,0,0
BJ-1250,Byron,Jerideau,B.Jerideau,DL,,73,334,5/28/1989,5.16,37,25,93,4.88,7.62,0,0,0,South Carolina,Southeastern (SEC),2013,INA,INA,0,0
BJ-1275,B.J.,Johnson,B.Johnson,WR,,72,212,2/22/1993,4.6,27,34.5,122,4.33,6.81,0,0,0,Georgia Southern,Sun Belt,2017,INA,INA,0,0
BJ-1287,Ben,Johnson,B.Johnson,TE,,75,245,7/28/1994,5,17,33,114,4.39,7.26,0,0,0,Kansas,Big 12,2018,INA,INA,0,0
BJ-1300,Bethel,Johnson,B.Johnson,WR,,71,200,2/11/1979,4.38,17,38.5,127,0,0,0,0,45,Texas A&M,Big 12,2003,INA,INA,0,0
BJ-1400,Brad,Johnson,B.Johnson,QB,,77,226,9/13/1968,0,0,0,0,0,0,0,0,227,Florida State,FCS Independents,1992,INA,INA,0,0
BJ-1500,Brandon,Johnson,B.Johnson,LB,,77,243,4/5/1983,4.44,11,37,118,4.34,7.19,0,0,142,Louisville,Big East,2006,INA,INA,0,0
BJ-1550,Brandon,Johnson,B.Johnson,RB,,74,228,,4.43,22,39.5,127,4.12,6.84,0,0,0,Penn State,Big Ten,2016,INA,INA,0,0
BJ-1600,Bruce,Johnson,B.Johnson,DB,,71,182,12/18/1987,4.49,6,34.5,125,4.05,6.71,0,0,0,Miami (FL),Atlantic Coast (ACC),2009,INA,INA,0,0
BJ-1650,Bruce,Johnson,B.Johnson,OL,,74,290,12/4/1992,5.2,27,32,110,4.56,7.48,0,0,0,Maine,Colonial Athletic (CAA),2016,INA,INA,0,0
BJ-1700,Bryan,Johnson,B.Johnson,RB,,73,245,1/18/1978,0,0,0,0,0,0,0,0,0,Boise State,Big West,2000,INA,INA,0,0
BJ-1750,Bryan,Johnson,B.Johnson,DL,,76,250,8/13/1988,5.01,27,33.5,124,4.32,6.98,0,0,0,West Texas A&M,,2014,INA,INA,0,0
BJ-1800,Bryant,Johnson,B.Johnson,WR,TE,74,214,3/7/1981,4.57,0,0,0,0,0,0,0,17,Penn State,Big Ten,2003,INA,INA,0,0
BJ-1850,Bryce,Johnson,B.Johnson,OL,,77,308,,0,0,0,0,0,0,0,0,0,St. Cloud State,,2018,INA,INA,0,0
BJ-1900,Brian,Johnston,B.Johnston,DL,,77,276,5/2/1986,4.68,0,35,0,4.18,6.96,0,0,210,Gardner-Webb,,2008,INA,INA,0,0
BJ-1910,Brandon,Joiner,B.Joiner,LB,,75,225,4/27/1989,4.85,23,32.5,115,0,0,0,0,0,Arkansas State,Sun Belt,2013,INA,INA,0,0
BJ-1920,Barrett,Jones,B.Jones,OL,,76,306,5/25/1990,5.43,27,0,0,0,0,34.125,10.25,113,Alabama,Southeastern (SEC),2013,INA,INA,0,0
BJ-1950,Ben,Jones,B.Jones,OL,,75,316,7/2/1989,5.35,29,30.5,105,4.74,7.95,32.5,9.625,99,Georgia,Southeastern (SEC),2012,TEN,C,60,1
BJ-2000,Bob,Jones,B.Jones,DL,,75,270,9/3/1978,0,0,0,0,0,0,0,0,0,Penn State,Big Ten,2002,INA,INA,0,0
BJ-2100,Brad,Jones,B.Jones,LB,,75,242,4/1/1986,4.57,19,33,119,4.21,6.75,0,0,218,Colorado,Big 12,2009,INA,INA,0,0
BJ-2200,Brandon,Jones,B.Jones,WR,,73,208,10/6/1982,4.42,0,37,114,4.09,7.03,0,0,96,Oklahoma,Big 12,2005,INA,INA,0,0
BJ-2250,Brett,Jones,B.Jones,OL,,74,315,7/29/1991,0,0,0,0,0,0,0,0,0,Regina,,2015,MIN,C,61,2
BJ-2300,Brian,Jones,B.Jones,TE,,75,235,8/23/1981,0,0,0,0,0,0,0,0,0,Louisiana-Lafayette,Sun Belt,2004,INA,INA,0,0
BJ-2312,Bryant,Jones,B.Jones,DL,,73,304,4/15/1997,0,0,0,0,0,0,0,0,0,Mississippi Valley,,2019,INA,INA,0,0
BJ-2325,Bryce,Jones,B.Jones,DB,,71,172,8/20/1994,4.67,13,34,123,4.3,7.06,0,0,0,Akron,Mid-American (MAC),2017,INA,INA,0,0
BJ-2350,Byron,Jones,B.Jones,DB,,73,199,9/26/1992,4.43,18,44.5,147,3.94,6.78,32,10,27,Connecticut,American Athletic,2015,DAL,LCB,31,2
BJ-2400,Bennie,Joppru,B.Joppru,TE,,76,234,1/5/1980,4.78,19,30.5,109,0,0,0,0,41,Michigan,Big Ten,2006,INA,INA,0,0
BJ-2500,Bhawoh,Jue,B.Jue,DB,,72,200,5/24/1979,4.54,0,34.5,113,4.21,7.21,0,0,71,Penn State,Big Ten,2001,INA,INA,0,0
BK-0050,Brad,Kaaya,B.Kaaya,QB,,76,214,9/3/1995,0,0,0,0,0,0,32,9.75,215,Miami (FL),Atlantic Coast (ACC),2017,INA,INA,0,0
BK-0100,Brad,Kassell,B.Kassell,LB,,75,242,1/7/1980,0,0,0,0,0,0,0,0,0,North Texas,Sun Belt,2002,INA,INA,0,0
BK-0150,Bronson,Kaufusi,B.Kaufusi,DL,,78,285,7/6/1991,4.81,25,30,111,4.25,7.03,34.5,9.75,70,Brigham Young,FBS Independents,2016,NYJ,RDE,91,2
BK-0175,Bryson,Keeton,B.Keeton,DB,,74,190,2/24/1993,4.64,0,0,0,0,0,0,0,0,Montana State,Big Sky,2016,INA,INA,0,0
BK-0200,Bryan,Kehl,B.Kehl,LB,,74,234,6/16/1984,4.67,26,34,119,4.23,6.88,0,0,123,Brigham Young,Mountain West (MWC),2008,INA,INA,0,0
BK-0300,Brett,Keisel,B.Keisel,DL,,77,285,9/19/1978,4.89,26,33.5,107,4.51,7.28,0,0,242,Brigham Young,Mountain West (MWC),2002,INA,INA,0,0
BK-0400,Brandon,Keith,B.Keith,OL,,77,343,11/21/1984,5.27,31,32,113,4.84,7.91,0,0,225,Northern Iowa,Missouri Valley,2009,INA,INA,0,0
BK-0500,Ben,Kelly,B.Kelly,DB,,69,185,9/15/1978,4.53,17,36,116,3.95,6.63,0,0,84,Colorado,Big 12,2000,INA,INA,0,0
BK-0600,Brian,Kelly,B.Kelly,DB,,71,193,1/14/1976,0,0,0,0,0,0,0,0,45,USC,Pacific 10,1998,INA,INA,0,0
BK-0700,Brett,Kern,B.Kern,K,,74,217,2/17/1986,0,0,0,0,0,0,0,0,0,Toledo,Mid-American (MAC),2008,TEN,PT,6,1
BK-0800,Brian,Kinchen,B.Kinchen,TE,,74,240,8/6/1965,0,0,0,0,0,0,0,0,320,LSU,Southeastern (SEC),1988,INA,INA,0,0
BK-0900,Brandon,King,B.King,DB,,70,194,1/28/1987,4.59,23,36,119,4.28,6.87,0,0,0,Purdue,Big Ten,2010,INA,INA,0,0
BK-0950,Brandon,King,B.King,LB,DB,74,212,6/8/1993,4.49,19,38,126,4.47,7.28,0,0,0,Auburn,Southeastern (SEC),2015,NE,RES,36,2
BK-0975,Brandon,Knight,B.Knight,OL,,76,314,4/1/1997,5.04,27,0,0,0,0,33.375,10,0,Indiana,Big Ten,2019,DAL,LG,69,2
BK-1000,Bryan,Knight,B.Knight,LB,,74,238,1/22/1979,4.58,0,0,0,0,0,0,0,165,Pittsburgh,Big East,2002,INA,INA,0,0
BK-1050,Ben,Koyack,B.Koyack,TE,,77,255,4/9/1993,4.79,16,30,116,4.52,7.32,32.625,10.75,229,Notre Dame,FBS Independents,2015,INA,INA,0,0
BK-1100,Brian,Kozlowski,B.Kozlowski,TE,WR,75,250,10/4/1970,0,0,0,0,0,0,0,0,0,Connecticut,Yankee,1994,INA,INA,0,0
BK-1200,Brandon,Kublanow,B.Kublanow,OL,,74,301,4/5/1995,5.27,31,29,100,4.69,8.01,0,0,0,Georgia,Southeastern (SEC),2017,INA,INA,0,0
BL-0100,Brandon,LaFell,B.LaFell,WR,,74,211,11/4/1986,4.58,11,36,115,4.23,6.81,32.75,8.75,78,LSU,Southeastern (SEC),2010,INA,INA,0,0
BL-0200,Bill,Lafleur,B.LaFleur,K,,72,204,2/25/1976,0,0,0,0,0,0,0,0,0,Nebraska,Big 12,2002,INA,INA,0,0
BL-0300,Brandon,Lang,B.Lang,LB,,76,260,6/18/1986,5,20,31.5,111,4.51,7.34,0,0,0,Troy,Sun Belt,2010,INA,INA,0,0
BL-0325,Brendan,Langley,B.Langley,DB,,72,201,10/16/1994,4.43,22,35.5,123,4.21,7.06,32,9.5,101,Lamar,Southland,2017,INA,INA,0,0
BL-0350,B.J.,Larsen,B.Larsen,DL,,77,269,1/31/1989,4.87,18,31,110,4.44,7.06,0,0,0,Utah State,Mountain West (MWC),2015,INA,INA,0,0
BL-0400,Billy,Latsko,B.Latsko,RB,,70,233,2/16/1984,4.72,0,0,0,0,0,0,0,0,Florida,Southeastern (SEC),2010,INA,INA,0,0
BL-0450,Ben,LeCompte,B.LeCompte,K,,70,200,2/1/1993,4.92,0,0,0,0,0,0,0,0,North Dakota State,Missouri Valley,2016,INA,INA,0,0
BL-0500,Ben,Leber,B.Leber,LB,,75,244,12/7/1978,4.62,20,32.5,114,4.25,6.75,0,0,71,Kansas State,Big 12,2002,INA,INA,0,0
BL-0600,Byron,Leftwich,B.Leftwich,QB,,77,250,1/14/1980,5.1,0,0,0,0,0,0,0,7,Marshall,Mid-American (MAC),2003,INA,INA,0,0
BL-0700,Brian,Leigeb,B.Leigeb,DB,,74,207,10/2/1978,0,0,0,0,0,0,0,0,0,Central Michigan,Mid-American (MAC),2002,INA,INA,0,0
BL-0800,Brad,Lekkerkerker,B.Lekkerkerker,OL,,79,330,5/8/1978,5.36,23,27.5,102,4.73,7.95,0,0,0,California-Davis,Great West,2005,INA,INA,0,0
BL-0850,Bradford,Lemmons,B.Lemmons,DB,,75,192,4/19/1996,4.56,10,36.5,127,4.57,7.56,33.125,8,0,Furman,Southern,2019,INA,INA,0,0
BL-0900,Brian,Leonard,B.Leonard,RB,,73,230,2/3/1984,4.52,28,34.5,122,4.22,6.88,0,0,52,Rutgers,Big East,2007,INA,INA,0,0
BL-0950,Brian,Leonhardt,B.Leonhardt,TE,,77,255,4/2/1990,5.05,21,33,112,4.58,7.48,0,0,0,Bemidji State,,2013,INA,INA,0,0
BL-1000,Bashir,Levingston,B.Levingston,DB,,69,180,10/2/1976,0,0,0,0,0,0,0,0,0,Utah State,Big West,1999,INA,INA,0,0
BL-1100,Brody,Liddiard,B.Liddiard,TE,,76,240,6/12/1977,0,0,0,0,0,0,0,0,0,Colorado,Big 12,2000,INA,INA,0,0
BL-1150,Brandon,Linder,B.Linder,OL,,78,311,1/25/1992,5.33,30,26.5,100,4.71,7.77,34.5,10.25,93,Miami (FL),Atlantic Coast (ACC),2014,JAC,C,65,1
BL-1200,Brandon,Lloyd,B.Lloyd,WR,TE,72,188,7/5/1981,4.62,0,36,0,0,0,31.25,9,124,Illinois,Big Ten,2003,INA,INA,0,0
BL-1300,Bret,Lockett,B.Lockett,DB,,73,210,10/7/1986,4.49,19,36,122,0,0,0,0,0,UCLA,Pacific 10,2009,INA,INA,0,0
BL-1350,Bennie,Logan,B.Logan,DL,,74,309,12/28/1989,5.08,30,28,104,4.67,7.53,34,10.25,67,LSU,Southeastern (SEC),2013,INA,INA,0,0
BL-1375,Boseko,Lokombo,B.Lokombo,LB,,74,225,10/15/1990,4.62,0,0,122,4.3,7.15,33.375,9.875,0,Oregon,Pacific 12,2017,INA,INA,0,0
BL-1400,Brandon,London,B.London,WR,,76,210,10/16/1984,4.52,0,38,122,4.15,6.55,0,0,0,Massachusetts,Colonial Athletic (CAA),2008,INA,INA,0,0
BL-1425,Bryce,Love,B.Love,RB,,69,200,7/8/1997,4.43,18,0,0,0,0,29.375,9.125,112,Stanford,Pacific 12,2019,WAS,RES,23,2
BL-1450,B.J.,Lowery,B.Lowery,DB,,70,195,8/31/1991,4.75,0,34,117,4.29,6.85,0,0,0,Iowa,Big Ten,2016,INA,INA,0,0
BL-1475,Brad,Lundblade,B.Lundblade,OL,,74,295,9/21/1995,5.46,24,28,95,4.8,8.01,0,0,0,Oklahoma State,Big 12,2018,CAR,PS,0,5
BL-1500,Ben,Lynch,B.Lynch,OL,,76,295,11/18/1972,0,0,0,0,0,0,0,0,211,California,Pacific 10,1999,INA,INA,0,0
BL-1600,Billy,Lyon,B.Lyon,DL,,77,295,12/10/1973,0,0,0,0,0,0,0,0,0,Marshall,Mid-American (MAC),1998,INA,INA,0,0
BM-0025,Blake,Mack,B.Mack,TE,,75,245,4/24/1996,4.72,21,33,117,4.51,7.33,0,0,0,Arkansas State,Sun Belt,2018,INA,INA,0,0
BM-0050,Brandon,Magee,B.Magee,LB,,71,223,10/22/1990,4.37,14,34,119,4.18,6.71,0,0,0,Arizona State,Pacific 12,2013,INA,INA,0,0
BM-0062,Brett,Maher,B.Maher,K,,72,186,11/21/1989,0,0,0,0,0,0,31.625,9.125,0,Nebraska,Big Ten,2013,DAL,PT,2,2
BM-0068,Brendan,Mahon,B.Mahon,OL,,76,312,1/17/1995,5.31,0,24.5,101,4.84,7.99,0,0,0,Penn State,Big Ten,2018,INA,INA,0,0
BM-0075,Ben,Malena,B.Malena,RB,,68,195,5/29/1992,4.6,22,33.5,111,4.27,7.19,28.75,9,0,Texas A&M,Southeastern (SEC),2014,INA,INA,0,0
BM-0100,Brandon,Manumaleuna,B.Manumaleuna,TE,RB,74,288,1/4/1980,4.99,0,30,106,4.26,7.49,0,0,129,Arizona,Pacific 10,2001,INA,INA,0,0
BM-0200,Brock,Marion,B.Marion,DB,,71,200,6/11/1970,0,0,0,0,0,0,0,0,196,Nevada,Big West,1993,INA,INA,0,0
BM-0250,Bradley,Marquez,B.Marquez,WR,,71,204,12/14/1992,4.54,11,38,123,4.04,6.8,30.5,9,0,Texas Tech,Big 12,2015,INA,INA,0,0
BM-0300,Brandon,Marshall,B.Marshall,WR,,76,230,3/23/1984,4.52,0,37,120,4.31,6.96,32.625,8.875,119,Central Florida,Conference USA (C-USA),2006,INA,INA,0,0
BM-0330,Brandon,Marshall,B.Marshall,LB,,73,242,9/10/1989,4.72,28,30.5,108,4.09,7.05,33.75,10.375,142,Nevada,Western Athletic,2012,INA,INA,0,0
BM-0337,Byron,Marshall,B.Marshall,RB,WR,69,201,2/13/1994,4.56,17,29.5,111,4.19,6.99,0,0,0,Oregon,Pacific 12,2016,BUF,PS,40,1
BM-0345,Blake,Martinez,B.Martinez,LB,,74,237,1/9/1994,4.62,22,34,113,4.2,6.98,31.625,10.875,131,Stanford,Pacific 12,2016,GB,LILB,50,1
BM-0360,Bobby,Massie,B.Massie,OL,,78,316,8/1/1989,5.18,22,27.5,103,4.95,7.7,35,9,112,Mississippi,Southeastern (SEC),2012,CHI,RT,70,1
BM-0400,Bruce,Matthews,B.Matthews,OL,,77,305,8/8/1961,0,0,0,0,0,0,0,0,9,USC,Pacific 10,1983,INA,INA,0,0
BM-0500,Bryan,Mattison,B.Mattison,OL,,75,272,5/15/1984,5.05,26,31.5,113,4.57,7.33,0,0,0,Iowa,Big Ten,2010,INA,INA,0,0
BM-0600,Byron,Maxwell,B.Maxwell,DB,,72,207,2/23/1988,4.43,24,33,124,4.49,7.12,33.5,9.5,173,Clemson,Atlantic Coast (ACC),2011,INA,INA,0,0
BM-0650,Baker,Mayfield,B.Mayfield,QB,,73,215,4/14/1995,4.84,0,29,111,4.28,7,30.25,9.25,1,Oklahoma,Big 12,2018,CLE,QB,6,1
BM-0700,Brad,Maynard,B.Maynard,K,,73,186,2/9/1974,0,0,0,0,0,0,0,0,95,Ball State,Mid-American (MAC),1997,INA,INA,0,0
BM-0750,Benson,Mayowa,B.Mayowa,DL,,75,236,8/3/1991,4.78,19,37.5,120,4.26,7.05,0,0,0,Idaho,Western Athletic,2013,OAK,LDE,91,2
BM-0762,B.J.,McBryde,B.McBryde,DL,,77,298,10/21/1991,5.05,24,31.5,123,4.25,7.22,0,0,0,Connecticut,American Athletic,2015,INA,INA,0,0
BM-0775,Bobby,McCain,B.McCain,DB,,69,195,8/18/1993,4.43,17,36,130,3.82,6.8,30.5,9,145,Memphis,American Athletic,2015,MIA,S,28,1
BM-0800,Brice,McCain,B.McCain,DB,,69,185,12/10/1986,4.33,12,36.5,123,3.99,6.74,0,0,188,Utah,Mountain West (MWC),2009,INA,INA,0,0
BM-0900,Bryan,McCann,B.McCann,DB,,70,182,9/29/1987,4.35,14,40.5,125,4.24,6.95,0,0,0,SMU,Conference USA (C-USA),2010,INA,INA,0,0
BM-0950,Ben,McCord,B.McCord,TE,,76,240,6/30/1992,4.93,15,32.5,114,4.53,6.91,0,0,0,Central Michigan,Mid-American (MAC),2016,INA,INA,0,0
BM-1000,Bobby,McCray,B.McCray,DL,,78,261,8/8/1981,4.62,27,36.5,115,4.22,7.18,0,0,249,Florida,Southeastern (SEC),2004,INA,INA,0,0
BM-1100,Brandon,McDonald,B.McDonald,DB,,70,185,8/26/1985,4.58,17,33,118,4.76,7.44,0,0,140,Memphis,Conference USA (C-USA),2007,INA,INA,0,0
BM-1200,Brady,McDonnell,B.McDonnell,TE,,76,265,7/24/1977,4.74,0,0,0,0,0,0,0,0,Colorado,Big 12,2002,INA,INA,0,0
BM-1250,Bradley,McDougald,B.McDougald,DB,,72,214,11/15/1990,4.68,19,34.5,122,4.33,7.07,0,0,0,Kansas,Big 12,2013,SEA,SS,30,1
BM-1300,Bryant,McFadden,B.McFadden,DB,,71,190,11/21/1981,4.53,23,39.5,135,4.04,0,0,0,62,Florida State,Atlantic Coast (ACC),2005,INA,INA,0,0
BM-1350,Brandon,McGee,B.McGee,DB,,71,193,12/11/1990,4.37,14,33.5,119,4.18,6.71,32,9.125,149,Miami (FL),Atlantic Coast (ACC),2013,INA,INA,0,0
BM-1400,Brandon,McGowan,B.McGowan,DB,,71,200,9/26/1983,4.6,21,37.5,124,4.24,7.42,0,0,0,Maine,Atlantic 10,2005,INA,INA,0,0
BM-1450,Benardrick,McKinney,B.McKinney,LB,,76,246,11/19/1992,4.62,16,40.5,121,4.27,7.21,33,9,43,Mississippi State,Southeastern (SEC),2015,HOU,MIKE,55,1
BM-1500,Brandon,McKinney,B.McKinney,DL,,74,360,8/24/1983,5.45,36,26,92,4.69,7.69,0,0,0,Michigan State,Big Ten,2006,INA,INA,0,0
BM-1600,Bryant,McKinnie,B.McKinnie,OL,,80,354,9/23/1979,5.13,0,0,0,0,0,0,0,7,Miami (FL),Big East,2002,INA,INA,0,0
BM-1650,Brandon,McManus,B.McManus,K,,75,201,7/25/1991,4.9,8,27.5,0,4.63,6.82,0,0,0,Temple,Big East,2013,DEN,PK,8,1
BM-1700,Billy,McMullen,B.McMullen,WR,,76,210,3/8/1980,4.61,0,0,0,0,0,0,0,95,Virginia,Atlantic Coast (ACC),2003,INA,INA,0,0
BM-1800,Brandon,Mebane,B.Mebane,DL,,73,311,1/15/1985,5.15,24,24,106,4.65,7.94,0,0,85,California,Pacific 10,2007,LAC,NT,92,1
BM-1900,Brad,Meester,B.Meester,OL,,75,311,3/23/1977,5.12,25,34,110,4.43,7.46,0,0,60,Northern Iowa,Missouri Valley,2000,INA,INA,0,0
BM-2000,Brandon,Meriweather,B.Meriweather,DB,,71,200,1/14/1984,4.47,11,35,111,4.33,7.06,0,0,24,Miami (FL),Atlantic Coast (ACC),2007,INA,INA,0,0
BM-2100,Brandon,Middleton,B.Middleton,WR,,71,190,1/2/1981,4.67,0,0,0,4.05,7.1,0,0,0,Houston,Conference USA (C-USA),2007,INA,INA,0,0
BM-2150,Brian,Mihalik,B.Mihalik,OL,DL,81,302,8/21/1992,4.89,23,35.5,122,4.37,7.23,0,0,237,Boston College,Atlantic Coast (ACC),2015,INA,INA,0,0
BM-2200,Billy,Miller,B.Miller,TE,,75,245,4/24/1977,4.63,0,34.5,114,4.28,7.06,0,0,218,USC,Pacific 10,1999,INA,INA,0,0
BM-2300,Brandon,Miller,B.Miller,DL,,76,254,1/21/1986,4.76,0,0,0,0,0,0,0,0,Georgia,Southeastern (SEC),2008,INA,INA,0,0
BM-2350,Braxton,Miller,B.Miller,WR,,73,201,5/26/1992,4.46,17,35,123,4.07,6.65,31.75,9.125,85,Ohio State,Big Ten,2016,INA,INA,0,0
BM-2400,Brit,Miller,B.Miller,RB,,72,243,9/15/1986,4.63,24,29,112,4.52,7.01,0,0,0,Illinois,Big Ten,2009,INA,INA,0,0
BM-2500,Brock,Miller,B.Miller,K,,71,182,,0,0,0,0,0,0,0,0,0,Southern Utah,Big Sky,2017,INA,INA,0,0
BM-2600,Bruce,Miller,B.Miller,RB,,73,248,8/6/1987,4.81,35,33.5,115,4.31,6.87,30.25,9,211,Central Florida,Conference USA (C-USA),2011,INA,INA,0,0
BM-2700,Bubba,Miller,B.Miller,OL,,73,305,1/24/1973,0,0,0,0,0,0,0,0,0,Tennessee,Southeastern (SEC),1997,INA,INA,0,0
BM-2800,Brian,Milne,B.Milne,RB,,75,255,1/7/1973,0,0,0,0,0,0,0,0,115,Penn State,Big Ten,1996,INA,INA,0,0
BM-2850,Barkevious,Mingo,B.Mingo,DL,LB,76,241,10/4/1990,4.53,0,37,128,4.39,6.84,33.75,9.625,6,LSU,Southeastern (SEC),2013,HOU,SLB,52,2
BM-2900,Barry,Minter,B.Minter,LB,,74,242,1/28/1970,0,0,0,0,0,0,0,0,168,Tulsa,FBS Independents,1993,INA,INA,0,0
BM-3000,Brandon,Miree,B.Miree,RB,,71,237,4/14/1981,4.6,0,0,0,0,0,0,0,247,Pittsburgh,Big East,2006,INA,INA,0,0
BM-3100,Basil,Mitchell,B.Mitchell,RB,,70,200,9/7/1975,0,0,0,0,0,0,0,0,0,Texas Christian,Western Athletic,1999,INA,INA,0,0
BM-3200,Brandon,Mitchell,B.Mitchell,DL,,75,290,6/19/1975,0,0,0,0,0,0,0,0,59,Texas A&M,Big 12,1997,INA,INA,0,0
BM-3300,Brian,Mitchell,B.Mitchell,RB,,71,225,8/18/1968,0,0,0,0,0,0,0,0,130,Louisiana-Lafayette,FBS Independents,1990,INA,INA,0,0
BM-3350,Bryant,Mitchell,B.Mitchell,WR,,74,183,8/16/1992,0,0,0,0,0,0,0,0,0,Northwestern State,Southland,2019,TB,RES,16,5
BM-3375,Bryan,Mone,B.Mone,DL,,76,335,10/20/1995,5.53,20,26,96,5.41,7.88,33.625,10.5,0,Michigan,Big Ten,2019,SEA,RDT,79,2
BM-3400,Brandon,Moore,B.Moore,LB,DL,73,242,1/16/1979,4.61,23,36.5,113,0,0,0,0,0,Oklahoma,Big 12,2002,INA,INA,0,0
BM-3500,Brandon,Moore,B.Moore,OL,,75,305,6/3/1980,5.26,32,25.5,96,4.64,7.84,0,0,0,Illinois,Big Ten,2003,INA,INA,0,0
BM-3550,Brandon,Moore,B.Moore,DL,,77,317,6/21/1970,5.27,23,31,114,0,0,0,0,0,Texas,Big 12,2013,INA,INA,0,0
BM-3600,Brian,Moorman,B.Moorman,K,,72,172,2/5/1976,0,0,0,0,0,0,0,0,0,Pittsburgh State,,2001,INA,INA,0,0
BM-3650,Brandon,Mosley,B.Mosley,OL,,78,318,12/21/1988,5.14,30,27,103,4.78,7.43,34,11,131,Auburn,Southeastern (SEC),2012,INA,INA,0,0
BM-3675,Blake,Muir,B.Muir,OL,,77,305,5/10/1991,5.26,28,32,116,4.72,7.44,0,0,0,Baylor,Big 12,2016,INA,INA,0,0
BM-3687,Byron,Murphy,B.Murphy,DB,,71,190,1/18/1998,4.55,14,36.5,120,4.13,6.83,30.375,8.75,33,Washington,Pacific 12,2019,ARI,RCB,33,1
BM-3700,Bobby,Myers,B.Myers,DB,,73,189,11/10/1976,4.56,0,37.5,123,4.1,7.04,0,0,124,Wisconsin,Big Ten,2000,INA,INA,0,0
BM-3800,Brandon,Myers,B.Myers,TE,,76,250,9/4/1985,4.78,17,31,116,4.45,7.36,0,0,202,Iowa,Big Ten,2009,INA,INA,0,0
BN-0100,Bill,Nagy,B.Nagy,OL,,75,308,10/26/1987,5.06,26,30.5,110,4.47,7.36,0,0,252,Wisconsin,Big Ten,2011,INA,INA,0,0
BN-0200,Brian,Natkin,B.Natkin,TE,,74,250,1/3/1978,4.95,20,27,98,4.59,7.78,0,0,0,Texas-El Paso,Western Athletic,2001,INA,INA,0,0
BN-0300,Ben,Nelson,B.Nelson,WR,,74,185,8/21/1979,0,0,0,0,0,0,0,0,0,St. Cloud State,,2004,INA,INA,0,0
BN-0400,Bruce,Nelson,B.Nelson,OL,,77,301,5/12/1979,5.26,21,0,0,0,0,0,0,50,Iowa,Big Ten,2003,INA,INA,0,0
BN-0450,Bilal,Nichols,B.Nichols,DL,,76,306,9/14/1996,4.95,29,30.5,112,4.49,7.45,33.375,10.25,145,Delaware,Colonial Athletic (CAA),2018,CHI,DE,98,1
BN-0475,Ben,Niemann,B.Niemann,LB,,75,230,7/27/1995,4.77,15,33.5,115,4.43,7.01,0,0,0,Iowa,Big Ten,2018,KC,LB,56,3
BN-0500,Brandon,Noble,B.Noble,DL,,74,304,4/10/1974,0,0,0,0,0,0,0,0,0,Penn State,Big Ten,1999,INA,INA,0,0
BN-0600,Ben,Noll,B.Noll,OL,,76,300,11/14/1981,0,0,0,0,0,0,0,0,0,Pennsylvania,Ivy League,2004,INA,INA,0,0
BN-0700,Brad,Nortman,B.Nortman,K,,74,209,9/12/1989,4.78,12,35,121,4.31,6.81,32.5,9,207,Wisconsin,Big Ten,2012,INA,INA,0,0
BN-0800,Beau,Nunn,B.Nunn,OL,,76,300,6/12/1995,5.04,28,31,107,4.93,8.08,0,0,0,Appalachian State,Sun Belt,2018,INA,INA,0,0
BO-0050,Brian,O'Neill,B.O'Neill,OL,,79,297,9/15/1995,4.82,22,29.5,107,4.5,7.14,34.125,9.375,62,Pittsburgh,Atlantic Coast (ACC),2018,MIN,RT,75,1
BO-0100,Ben,Obomanu,B.Obomanu,WR,TE,73,204,10/30/1983,4.45,0,38,121,4.23,6.98,0,0,249,Auburn,Southeastern (SEC),2007,INA,INA,0,0
BO-0112,Bobby,Okereke,B.Okereke,LB,,73,239,7/29/1996,4.58,16,33.5,122,4.26,7.25,34.5,10.125,89,Stanford,Pacific 12,2019,IND,MLB,58,2
BO-0125,Bennett,Okotcha,B.Okotcha,DB,,72,194,2/7/1993,4.61,10,30,113,4.44,7.1,0,0,0,Texas-San Antonio,Conference USA (C-USA),2016,INA,INA,0,0
